"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110"
"60",299,17,11,1,4,45,6,227,4,264,13,8,29,86,15,82,4,47,3,24,112,10,6,6,2,14,18,23,10,6,19,6,88,834,92,2,92,14,3,3,21,16,17,16,4,11,3,3,2,205,4,61,35,185,29,2,2,5,183,5,6,6,58,209,6,1,18,14,18,19,6,4,11,18,8,3,385,2,9,5,19,2,22,11,11,12,2,1,133,11,3,10,3,19,31,9,9,371,9,5,7,48,10,3,12,5,10,16,8,24
"61",295,12,19,4,1,33,12,215,1,231,6,8,14,80,1,92,6,47,5,16,132,4,4,3,5,11,10,19,12,11,26,2,101,839,116,0,82,9,3,13,27,11,14,12,3,8,3,11,3,193,2,37,32,238,24,3,4,3,180,4,4,12,58,231,4,6,9,1,17,14,24,4,6,47,13,4,380,5,7,13,6,9,27,9,13,6,7,2,121,15,7,1,7,18,47,13,5,326,6,9,8,66,9,3,14,8,14,14,14,25
"62",353,22,35,2,8,50,9,187,4,232,8,8,24,58,8,81,5,62,2,10,89,3,4,7,6,17,9,35,13,15,19,12,71,760,102,3,97,7,2,11,32,8,12,6,5,8,8,1,1,210,10,59,21,184,14,0,1,7,218,4,9,5,55,233,6,0,3,8,18,23,7,5,15,38,13,1,439,8,8,8,15,5,47,7,5,13,10,5,113,7,2,10,11,14,56,15,4,322,19,4,4,49,1,5,23,2,18,20,6,27
"63",321,23,5,4,3,53,16,191,3,220,18,2,30,66,5,93,14,58,9,14,121,2,11,0,12,21,4,27,14,13,22,9,92,787,95,6,76,4,8,4,22,11,16,10,6,2,3,18,1,183,6,48,31,188,21,6,1,6,193,2,8,6,50,205,7,1,3,14,31,17,16,4,9,33,11,1,416,6,12,9,15,5,32,5,11,15,14,2,162,7,2,10,18,12,24,16,7,367,18,5,7,47,12,10,14,1,15,20,2,16
"64",294,24,10,5,4,58,9,233,2,192,6,16,16,99,6,112,4,45,5,8,93,9,5,5,4,22,14,35,10,4,27,8,87,777,112,1,75,5,5,8,19,8,15,7,5,5,1,6,7,233,2,79,34,201,21,4,4,10,191,0,23,6,44,223,4,1,2,3,38,8,13,5,12,43,10,1,442,3,6,7,11,5,27,17,1,8,9,4,118,4,2,9,14,12,40,11,6,341,12,6,9,35,9,2,21,4,16,17,6,24
"65",321,15,19,7,5,37,12,216,5,202,8,7,21,59,10,112,15,66,3,21,126,5,5,3,2,9,2,36,7,13,29,4,77,732,96,7,88,8,3,8,29,12,16,4,10,4,1,7,2,212,15,55,49,203,26,3,2,1,208,5,6,13,67,195,3,0,4,11,31,21,4,8,1,33,7,1,465,2,3,1,10,8,33,20,0,4,11,0,137,2,6,7,6,22,45,4,5,349,13,9,2,31,14,5,8,7,35,16,4,26
"66",316,12,22,3,5,35,8,189,2,211,28,7,16,90,10,85,2,45,8,10,111,6,15,6,4,14,3,35,7,5,12,6,107,771,99,3,88,7,2,7,40,13,24,4,4,5,7,4,4,172,5,63,31,205,37,1,9,8,243,0,13,7,61,240,6,2,6,1,21,28,4,5,13,35,10,5,388,3,11,8,9,4,43,3,2,9,5,13,138,3,3,7,8,10,37,17,5,358,16,7,3,36,10,8,16,8,22,22,1,19
"67",339,29,16,0,6,58,15,215,14,218,10,4,35,69,4,80,4,29,9,8,112,3,6,9,8,14,5,39,15,12,36,4,110,790,109,3,84,2,1,9,45,14,10,14,3,3,2,9,3,198,11,53,24,183,20,14,4,5,155,3,6,7,47,180,7,4,6,3,7,16,4,8,3,36,13,5,438,2,17,8,10,7,24,13,4,13,3,2,137,3,7,6,2,14,28,18,7,379,16,9,8,55,3,3,21,0,34,24,3,24
"68",293,18,25,3,4,64,8,207,4,236,4,6,38,80,6,103,2,26,1,6,106,6,10,4,4,14,5,48,17,3,24,7,80,790,91,6,91,7,4,2,19,13,30,10,4,3,2,8,0,175,15,39,34,224,22,1,2,8,199,1,12,3,46,224,7,3,8,4,33,31,6,0,6,38,10,2,410,2,3,6,10,5,36,12,4,11,8,6,140,9,7,7,7,21,52,8,5,361,14,6,4,44,3,2,21,6,24,22,8,21
"69",317,25,14,1,7,37,15,193,4,198,18,12,15,78,4,102,3,62,2,13,95,12,7,6,5,17,5,22,16,9,18,6,96,860,125,5,102,17,5,15,31,8,21,5,4,7,4,9,7,182,1,42,23,175,24,3,17,9,192,3,13,6,58,265,7,4,15,19,30,13,9,5,8,14,6,1,375,4,8,4,9,9,50,21,4,7,11,5,116,9,6,5,5,23,54,9,3,295,9,8,9,36,11,7,15,5,17,17,5,26
"70",333,34,22,2,3,78,9,218,2,267,10,7,17,77,4,92,3,68,4,13,113,5,1,3,2,6,2,38,19,15,23,2,87,777,123,4,81,10,4,6,30,16,15,4,16,4,3,12,2,187,4,60,23,178,32,3,6,7,190,2,4,7,42,173,12,6,9,6,20,33,10,3,10,39,4,3,398,3,12,8,8,2,37,16,11,11,14,5,142,1,7,2,2,18,37,6,9,332,13,6,6,40,11,2,15,2,15,26,7,17
"71",312,27,23,12,3,47,5,190,2,230,12,2,29,59,3,87,8,36,8,16,96,10,5,8,6,14,0,32,14,14,35,2,92,753,109,8,83,2,4,9,21,9,14,9,4,5,4,15,4,196,7,66,29,177,10,5,1,3,226,2,9,8,29,238,9,5,10,14,15,16,7,1,7,45,19,0,450,2,11,19,11,5,37,7,11,13,1,5,123,6,0,0,16,9,45,4,11,394,13,8,14,39,6,6,9,2,31,22,4,20
"72",307,20,28,5,3,41,17,228,6,244,13,6,24,88,6,84,3,51,4,14,96,2,8,4,4,10,4,39,7,14,34,4,90,779,90,7,65,8,2,6,46,4,19,13,10,8,4,8,10,196,6,68,27,208,12,5,7,7,184,1,6,19,42,262,8,3,22,10,18,19,8,12,5,46,17,6,433,6,10,18,8,3,32,5,7,3,8,11,120,6,6,6,3,20,43,7,5,269,17,2,7,50,9,7,16,5,15,14,6,12
"73",304,31,21,4,2,54,14,218,6,196,16,12,11,77,9,117,5,50,4,18,122,3,6,15,5,13,3,29,13,8,20,4,101,759,84,0,77,3,1,8,44,12,26,10,6,5,11,14,2,181,4,47,38,233,15,6,3,3,217,4,11,4,45,223,12,1,4,2,34,16,5,8,7,43,3,2,466,1,14,4,18,5,29,13,1,9,3,4,145,4,9,3,7,14,37,10,4,323,14,5,4,27,10,1,24,4,11,10,2,21
"74",299,24,16,5,11,38,16,211,3,231,9,11,23,85,3,83,5,43,14,21,111,4,6,3,1,14,0,33,6,10,19,4,96,777,116,5,73,12,2,2,48,13,6,9,0,3,5,3,7,183,4,60,42,230,12,0,10,4,181,0,8,4,62,198,3,4,6,12,38,14,12,13,9,34,2,1,427,4,11,12,12,1,34,10,0,10,7,3,118,7,8,10,4,24,35,15,13,349,15,23,11,63,10,5,10,2,9,20,1,32
"75",287,13,13,8,2,52,9,236,2,227,17,8,34,71,7,107,6,60,8,14,111,8,4,4,6,10,4,42,9,8,28,3,76,749,100,5,69,2,0,1,31,14,11,9,7,5,4,13,5,215,9,64,32,190,16,1,2,4,224,5,7,4,57,224,8,1,16,16,30,25,9,4,7,35,2,7,417,4,7,7,8,4,34,9,4,11,3,4,138,7,3,7,11,13,41,19,7,306,25,5,4,53,9,8,20,3,15,30,13,18
"76",311,22,29,3,6,52,14,221,4,239,17,9,20,113,6,109,4,50,4,19,106,1,8,6,4,7,3,23,12,4,23,7,87,743,118,3,85,6,4,7,24,19,11,14,5,5,5,6,4,178,3,57,19,190,10,2,7,3,193,4,7,2,52,208,6,6,6,11,27,21,4,16,7,39,4,2,449,2,20,3,14,0,37,5,4,16,13,5,137,5,9,8,6,16,33,13,16,314,14,8,5,46,12,6,17,3,16,29,1,32
"77",317,7,20,3,4,44,9,207,1,267,21,17,13,80,4,83,11,42,0,19,99,1,1,13,4,10,9,40,7,9,13,7,87,762,104,2,69,4,1,12,28,9,11,3,5,6,3,10,3,176,4,64,44,188,34,0,4,8,162,5,7,8,41,230,3,5,12,17,17,22,3,7,7,38,5,7,442,3,10,7,15,5,40,17,0,7,2,1,148,4,2,7,4,11,73,14,18,385,11,6,9,30,9,4,8,3,17,20,27,22
"78",300,20,10,3,2,48,15,233,14,237,14,10,11,82,2,92,6,50,2,24,123,7,4,1,2,14,5,38,21,8,18,8,62,816,93,4,79,5,8,7,28,17,9,10,3,1,14,4,5,244,4,49,24,210,14,10,6,4,225,7,3,5,37,211,4,2,19,11,24,32,18,4,12,39,5,8,346,2,6,5,11,7,32,11,9,12,6,13,125,6,6,4,2,19,43,9,8,322,14,5,4,53,10,4,14,4,18,28,9,13
"79",327,19,13,2,0,63,12,206,5,192,12,10,19,80,4,95,5,55,9,9,89,8,4,2,3,13,2,31,7,3,13,5,95,738,85,2,61,7,2,5,28,3,10,14,6,6,2,13,3,222,4,55,23,191,24,0,10,0,243,10,9,5,45,319,2,4,10,6,37,29,10,7,7,38,3,3,447,2,1,8,8,4,34,8,2,9,8,3,127,7,0,3,15,10,57,23,17,301,20,6,6,66,8,3,20,0,15,25,7,17
"80",304,22,12,4,6,57,19,156,13,238,7,4,22,86,4,97,1,59,4,11,126,9,0,9,4,10,6,41,14,8,28,3,85,771,76,11,89,9,2,3,26,15,5,16,5,6,6,6,6,216,6,65,32,196,20,0,2,8,167,1,7,7,32,254,4,1,6,11,28,44,8,3,10,35,8,7,433,2,9,10,8,6,46,10,3,9,4,0,130,19,4,7,4,10,38,9,11,368,19,12,1,39,10,4,12,4,22,6,8,24
"81",290,23,19,1,4,47,8,189,2,233,17,8,9,88,5,114,14,56,3,10,105,4,5,10,6,20,5,39,4,18,23,5,89,831,103,4,69,5,1,8,17,9,11,6,6,9,7,12,4,170,7,59,47,214,30,11,3,2,162,0,20,18,41,254,13,2,5,8,9,24,3,11,8,41,8,13,385,0,4,4,9,1,49,13,13,11,9,6,105,13,4,6,5,8,47,23,3,308,30,9,6,39,10,3,27,9,25,27,13,18
"82",317,28,5,5,4,49,11,170,2,229,15,5,19,81,1,96,3,39,5,25,111,8,4,11,0,18,0,33,10,19,14,5,88,806,92,1,83,7,3,8,42,14,30,10,11,9,7,9,5,224,6,42,33,222,17,3,4,0,220,0,14,8,44,196,16,3,5,7,17,21,9,9,14,52,7,2,396,0,7,8,5,10,41,8,5,14,13,4,124,14,1,9,8,14,46,15,9,316,14,17,5,37,11,6,15,6,17,17,3,23
"83",328,34,13,2,2,41,19,218,4,216,11,9,20,78,2,79,4,43,0,9,133,10,5,8,1,8,4,35,11,18,19,14,78,726,104,8,74,10,2,1,23,14,14,6,5,9,9,14,5,214,5,67,30,212,8,4,11,4,209,1,14,6,51,211,6,4,8,5,24,26,17,2,4,36,5,4,433,11,11,5,8,4,50,13,7,5,8,8,142,3,8,5,1,21,47,25,11,319,25,3,5,32,8,4,10,6,22,25,9,18
"84",350,34,28,2,1,57,13,220,7,223,13,2,35,75,2,111,9,54,1,22,125,7,4,9,1,12,2,32,15,15,22,4,97,732,112,5,66,9,2,6,42,13,23,7,5,10,1,0,4,202,2,53,35,194,7,1,1,2,192,1,16,3,39,232,3,4,5,14,22,26,10,7,11,35,8,3,427,3,4,3,14,3,35,12,1,13,3,7,128,7,3,3,7,13,43,16,6,309,9,4,11,40,6,7,12,7,24,18,7,26
"85",326,16,29,2,1,49,12,194,15,263,14,4,22,78,2,83,10,51,3,22,119,8,4,4,3,11,5,35,12,5,15,3,92,836,89,1,75,8,3,8,28,21,13,6,14,2,5,5,2,169,3,57,40,164,18,2,8,1,219,0,5,11,52,240,5,3,6,10,29,21,2,5,13,41,5,1,438,3,14,4,8,0,46,8,2,7,6,3,142,1,3,8,3,15,41,12,3,304,13,13,3,42,10,2,11,2,25,18,14,18
"86",382,18,10,4,4,53,8,224,5,224,10,2,19,84,6,93,2,70,7,27,84,4,5,8,7,16,1,37,19,5,39,6,91,736,97,7,80,5,11,8,16,13,14,2,10,4,3,6,13,177,4,54,22,200,15,4,7,5,198,7,15,8,45,232,2,0,5,15,31,17,22,6,10,28,11,3,420,5,12,11,15,6,40,9,3,5,9,5,121,3,2,8,2,14,33,12,10,309,10,11,5,48,14,2,31,1,24,21,6,31
"87",332,16,34,4,5,48,8,273,1,261,10,2,32,51,15,60,4,43,2,15,114,13,11,2,6,12,3,35,17,9,23,5,86,787,86,1,82,6,3,8,26,14,13,6,2,8,2,4,5,187,5,57,37,170,13,4,4,13,230,7,11,1,57,217,1,4,7,18,11,30,10,11,9,34,8,2,402,3,16,6,7,3,51,16,3,16,7,8,130,3,10,6,5,13,56,6,5,278,15,9,10,34,8,15,16,1,25,20,12,22
"88",371,19,35,11,10,57,7,222,4,235,8,6,16,75,0,92,4,47,0,21,102,8,5,4,10,21,3,26,16,10,20,7,82,712,76,10,75,5,1,2,30,15,15,13,7,4,0,16,3,240,10,49,30,192,33,0,7,1,190,1,12,8,54,253,7,2,8,6,24,21,2,2,4,32,7,5,386,7,15,5,15,2,43,13,2,16,7,5,126,3,4,2,7,18,41,12,4,347,13,8,6,41,3,7,6,6,34,17,5,36
"89",346,20,21,2,7,61,22,212,1,230,13,12,16,55,2,107,2,47,5,13,114,4,7,5,5,11,6,36,17,11,14,12,63,769,116,3,86,7,12,7,19,18,17,5,11,13,2,7,2,200,6,61,43,178,19,7,5,8,190,1,12,2,49,264,3,2,4,7,32,41,5,6,7,48,8,3,360,7,13,8,13,9,30,10,8,5,7,2,115,2,5,11,10,14,30,16,6,376,13,2,13,39,7,4,10,2,19,10,7,13
"90",300,31,24,6,3,50,8,218,8,261,6,2,18,102,6,92,2,61,2,13,138,9,17,2,10,12,3,19,9,7,21,4,96,720,101,2,59,13,3,7,38,10,17,13,12,1,7,4,2,190,3,49,46,185,8,11,2,0,198,3,13,6,48,225,5,2,10,6,28,22,1,1,8,38,5,2,413,1,10,6,5,5,37,8,6,14,13,3,154,6,2,4,7,14,56,11,13,344,15,6,2,62,7,10,16,7,9,18,4,28
"91",324,19,15,9,4,62,18,213,5,242,20,6,16,84,6,94,1,68,3,12,97,12,3,6,4,19,4,42,18,9,20,4,71,736,102,7,75,14,5,4,31,7,13,8,0,8,1,17,2,203,5,50,31,222,25,2,3,2,222,0,14,3,49,262,11,0,6,15,20,7,4,3,8,37,9,5,410,3,11,18,5,6,37,15,7,7,6,4,134,4,2,18,12,19,40,8,9,292,15,10,5,40,15,1,9,3,14,20,6,17
"92",322,24,17,1,4,46,7,183,4,235,14,3,29,119,5,123,2,43,6,10,88,3,3,4,5,20,6,45,15,16,13,5,69,706,69,1,69,6,3,4,58,18,9,12,3,5,3,8,0,205,10,63,36,227,18,5,3,2,200,1,10,6,37,251,5,6,6,13,34,31,3,8,12,29,12,3,447,5,10,9,14,3,33,10,8,6,6,1,148,5,13,7,9,14,42,5,2,328,26,4,4,43,12,2,16,2,31,15,5,16
"93",318,15,23,5,3,52,10,228,4,211,10,5,20,80,3,78,2,56,0,21,129,4,5,10,5,18,7,44,7,4,9,1,89,768,114,10,71,16,0,5,40,10,16,5,4,2,4,9,6,159,5,51,33,239,19,1,0,3,184,2,5,4,64,198,4,5,7,12,41,24,4,3,5,33,6,0,486,8,7,1,13,5,34,14,8,13,6,4,96,6,4,12,5,25,46,9,9,325,19,8,4,64,11,4,12,6,30,19,8,12
"94",328,11,19,5,3,55,19,211,15,221,6,5,28,93,7,112,3,58,3,17,88,18,5,4,3,22,8,27,12,7,17,11,86,714,108,2,96,14,0,7,32,3,19,6,2,2,6,6,2,169,3,69,28,229,21,5,11,7,183,4,12,6,57,240,3,3,12,7,33,22,9,3,12,38,9,2,411,4,6,3,9,5,53,11,2,8,8,2,120,2,6,4,8,10,53,6,2,334,19,15,7,53,4,6,14,2,23,23,5,19
"95",328,12,15,6,1,69,15,219,7,196,21,11,17,77,4,106,11,69,2,14,111,1,1,3,2,18,2,45,16,14,35,6,68,778,100,4,75,10,6,3,30,6,9,8,6,3,6,10,4,176,6,37,30,211,11,3,15,3,206,3,17,3,46,221,9,1,7,8,27,28,12,6,8,51,3,1,432,3,14,9,7,8,47,20,1,14,8,3,107,4,2,7,4,22,43,16,14,328,10,13,4,39,4,3,16,4,29,15,7,14
"96",333,17,23,0,1,47,16,223,1,222,6,7,20,68,6,97,5,65,10,15,124,4,8,13,6,21,4,28,8,13,21,6,62,741,111,3,92,5,7,4,30,4,6,6,3,5,3,10,4,206,5,45,32,221,21,5,7,9,209,5,9,7,48,219,6,1,4,8,30,30,12,8,14,35,5,1,478,1,9,9,7,5,27,4,9,6,3,3,99,1,8,5,10,13,44,15,11,338,15,11,2,39,4,1,9,4,20,13,5,36
"97",297,26,18,1,3,46,18,205,5,219,16,7,18,82,13,90,1,61,0,12,117,4,12,4,9,15,3,24,12,8,16,6,92,723,97,13,67,5,0,5,25,28,19,6,3,3,9,10,3,204,12,51,44,168,27,0,11,1,203,10,4,4,50,224,3,3,6,9,34,17,17,6,6,52,5,1,424,2,8,8,8,5,27,9,11,7,14,2,155,2,5,6,4,23,44,14,13,366,25,15,5,37,14,4,14,7,28,11,9,26
"98",337,31,19,10,6,56,12,186,6,257,13,7,24,89,11,79,2,45,5,12,105,3,1,6,7,13,10,36,8,6,28,0,79,768,85,1,55,8,2,8,45,7,13,11,4,10,3,4,3,206,3,59,48,191,17,2,8,6,233,2,21,18,45,232,14,4,4,14,30,12,8,6,5,23,12,3,448,0,6,12,16,3,28,10,6,13,11,2,123,4,5,10,1,17,23,22,13,313,17,3,2,36,4,2,12,0,19,23,9,25
"99",320,25,14,0,0,45,6,184,4,235,5,0,21,76,2,96,7,54,0,14,103,10,7,9,6,7,7,42,10,9,11,7,92,723,100,1,79,3,11,4,39,14,15,7,0,11,1,9,2,218,5,57,37,224,12,0,9,8,188,3,7,6,55,272,7,6,10,3,21,41,5,10,2,48,10,0,421,5,9,5,13,1,34,3,5,13,7,0,139,7,3,6,7,15,63,18,9,327,14,5,2,39,10,13,19,3,28,13,6,27
"100",292,17,19,9,4,41,9,185,0,252,8,9,11,102,7,105,7,57,1,13,113,5,5,10,3,14,2,41,19,12,24,14,88,739,104,3,99,8,0,6,19,6,7,14,9,16,5,11,0,189,5,61,26,191,31,2,3,2,205,5,7,2,35,272,3,1,3,8,19,26,3,8,13,32,9,1,436,6,11,3,11,4,38,6,7,1,3,2,160,2,4,3,8,18,39,11,10,362,18,4,6,37,8,1,9,1,16,13,10,26
"101",376,10,20,7,3,49,14,199,2,251,13,6,11,94,11,90,1,65,4,16,122,8,8,6,2,19,6,29,9,3,14,4,93,741,91,4,80,17,7,1,29,17,21,10,4,11,0,8,6,205,5,70,20,214,25,3,3,11,201,10,3,3,38,226,2,5,16,14,20,29,7,3,7,28,7,10,397,4,13,4,14,2,30,24,6,6,1,3,135,4,4,3,5,2,56,11,1,327,13,3,7,48,4,7,22,3,14,10,4,16
"102",309,23,31,10,1,53,18,227,6,258,12,4,19,63,5,84,2,65,4,23,115,11,0,6,7,9,0,32,10,11,23,8,93,783,98,5,81,0,5,8,38,13,22,5,2,1,1,3,6,146,7,56,49,205,16,5,8,0,189,3,11,7,45,207,12,0,4,5,32,27,7,4,3,33,18,6,437,8,4,3,10,7,32,3,5,15,7,0,117,4,2,10,9,19,53,16,9,360,9,15,5,37,8,2,21,3,15,17,8,12
"103",306,15,18,7,6,48,19,201,6,231,4,14,18,97,6,101,8,65,2,23,118,5,11,13,5,16,5,25,3,14,19,6,84,774,109,4,95,2,2,7,23,20,8,14,2,7,1,8,5,189,9,69,32,192,19,5,3,4,226,2,18,5,77,254,3,2,6,18,26,12,9,5,16,53,6,5,376,2,4,11,8,1,42,8,1,8,7,1,134,1,3,6,7,23,31,17,10,284,10,3,1,45,5,9,14,1,15,12,1,34
"104",313,16,28,1,4,68,8,211,2,218,9,8,16,81,2,96,2,69,4,22,126,9,9,5,5,7,0,31,16,3,39,2,80,759,110,12,78,7,1,6,20,10,7,4,4,4,3,15,5,204,6,44,29,183,14,4,2,8,212,6,15,8,41,225,2,1,7,24,20,16,12,7,6,21,13,6,505,4,8,7,9,1,43,12,2,2,12,4,97,1,3,2,15,12,58,8,8,333,7,16,3,35,2,6,16,7,24,15,10,22
"105",317,23,14,4,2,62,9,203,0,249,9,5,31,90,1,70,2,55,1,21,90,4,3,3,3,22,3,30,14,8,19,8,105,767,100,4,67,18,3,22,38,6,13,17,2,8,6,7,5,188,2,57,41,238,24,4,10,5,206,1,12,3,56,250,20,1,12,5,32,14,10,6,13,21,2,7,351,1,8,6,4,3,35,8,0,13,4,4,135,3,11,4,9,12,32,15,18,366,11,3,14,34,15,7,4,2,18,25,2,20
"106",291,17,25,4,4,39,13,232,3,217,10,9,13,73,7,116,0,57,14,14,108,6,7,7,1,17,10,28,19,5,24,7,90,766,118,3,71,9,1,10,34,12,16,7,5,4,11,9,0,176,4,74,30,236,27,1,5,6,168,0,9,3,33,249,10,0,2,5,26,22,1,6,10,32,5,3,434,6,12,5,10,3,35,15,8,19,1,5,168,11,2,4,13,22,32,5,2,330,16,8,1,37,12,9,23,6,12,16,2,10
"107",292,21,11,6,7,61,16,208,3,242,17,3,15,73,5,115,2,61,5,14,88,8,6,3,3,8,5,47,9,3,19,0,75,710,84,4,67,10,2,5,44,7,15,2,8,10,3,9,3,198,4,66,38,200,24,3,5,8,226,3,10,4,38,255,4,10,10,2,30,38,9,7,2,40,8,2,447,6,6,7,10,6,39,9,1,3,5,3,140,2,0,6,7,14,61,11,4,366,14,6,5,41,19,1,16,6,13,19,3,26
"108",314,20,10,0,4,52,18,184,5,218,11,11,22,81,3,105,2,74,1,12,136,12,5,4,1,16,4,32,10,7,25,9,104,718,99,3,87,8,8,5,27,18,15,9,6,4,1,12,3,167,3,62,36,206,19,10,1,4,169,1,14,2,47,250,9,4,7,11,30,44,3,7,14,34,1,4,406,2,16,4,7,5,59,4,7,5,8,4,132,4,5,2,5,22,35,16,11,345,10,3,7,66,8,6,20,3,19,21,8,31
"109",304,11,12,2,6,53,4,197,6,225,11,5,22,86,4,98,9,48,3,11,114,6,6,0,0,14,8,16,11,10,29,1,86,772,86,0,59,11,7,10,20,25,16,20,14,2,15,6,5,166,2,56,21,185,30,2,9,4,217,3,7,6,56,192,5,8,10,7,25,27,13,5,12,37,3,0,442,9,7,16,10,1,54,24,7,10,3,10,137,2,5,4,13,9,51,24,9,374,15,4,2,47,17,3,12,2,27,28,6,22
"110",309,16,13,2,5,77,8,208,3,202,13,5,27,80,1,75,1,58,7,14,113,4,9,7,5,8,0,36,24,7,19,10,99,757,95,1,77,7,6,9,35,17,11,5,2,13,5,10,1,182,6,68,22,216,43,6,4,6,170,9,6,1,61,247,4,4,3,7,23,25,8,4,6,53,9,2,436,7,14,11,12,4,36,5,5,20,9,5,142,3,4,8,3,8,32,16,16,301,14,7,7,48,7,9,14,21,21,9,11,24
"111",350,22,17,8,2,39,15,186,6,241,8,21,16,89,2,100,6,43,2,24,114,9,7,6,9,22,3,28,27,5,18,7,100,719,80,2,57,5,3,6,38,11,17,13,2,13,6,11,4,184,2,48,34,188,24,6,10,5,172,14,9,2,70,225,12,1,9,5,27,27,12,5,9,29,4,1,462,3,12,7,12,1,26,14,8,10,6,9,156,10,4,6,8,10,34,10,16,334,19,2,5,39,6,3,16,4,22,17,14,22
"112",335,22,29,4,8,59,15,191,9,241,7,13,26,65,5,66,2,64,3,11,136,0,7,0,2,15,4,37,14,5,22,3,81,735,78,20,74,11,4,5,28,17,10,16,11,5,0,12,0,208,6,65,49,192,16,4,3,0,236,2,5,5,38,223,11,2,2,4,31,13,9,9,11,59,7,1,454,0,11,10,2,7,29,16,7,7,7,4,89,3,3,6,13,20,27,15,8,347,17,12,6,48,9,4,13,4,18,18,4,24
"113",299,14,18,2,3,49,13,210,8,255,11,1,19,94,8,69,1,105,9,15,110,6,2,11,0,22,5,30,11,13,23,2,87,809,81,0,85,5,1,5,23,7,15,14,10,6,4,8,3,173,2,62,46,173,21,3,1,6,213,4,11,0,51,221,11,6,16,6,27,18,14,8,8,24,7,7,471,1,0,11,9,2,40,10,1,8,11,3,122,3,9,2,15,23,44,14,5,318,12,4,5,39,9,1,14,1,22,8,8,15
"114",321,11,19,2,7,52,10,238,2,229,11,5,19,58,6,101,4,54,4,16,81,11,2,5,1,16,4,36,10,9,11,6,99,810,79,3,62,1,7,7,38,16,29,1,7,3,11,11,7,197,3,57,36,198,27,1,2,5,186,6,15,5,51,274,9,0,2,7,19,18,11,4,13,30,5,5,410,1,5,1,10,4,44,8,5,15,12,10,121,0,4,2,4,6,41,6,17,359,29,9,5,37,11,6,15,3,30,11,10,11
"115",295,21,16,4,4,40,9,221,3,238,4,10,28,58,0,102,1,63,7,13,91,8,11,3,1,28,2,37,16,10,8,18,73,788,91,3,91,1,2,4,42,12,26,6,8,9,1,5,1,198,10,53,25,207,19,5,5,1,209,3,4,5,33,224,6,5,10,11,35,28,6,11,12,28,11,2,427,6,12,6,12,2,33,11,3,10,9,1,133,7,6,3,14,16,51,8,4,358,10,6,6,43,6,9,13,2,24,27,2,21
"116",337,25,25,2,3,60,13,212,2,222,21,10,25,77,13,114,8,64,5,13,89,2,5,2,1,15,9,29,16,10,22,5,96,681,116,2,85,9,5,11,36,26,6,16,5,2,2,8,1,197,4,63,38,214,13,6,1,2,198,8,5,4,43,245,17,0,16,8,28,16,8,8,4,49,15,3,399,5,5,8,18,8,41,2,4,4,0,1,120,5,3,3,5,16,53,14,7,322,12,7,1,51,7,4,8,2,27,18,7,37
"117",282,29,9,6,3,57,9,187,3,239,12,4,14,59,9,97,7,65,9,10,77,5,6,15,2,25,3,45,16,17,21,10,97,809,81,2,91,2,2,10,23,19,9,8,4,10,4,6,7,223,1,72,24,201,12,3,2,5,169,2,7,2,44,257,7,7,6,7,17,25,7,3,13,34,10,5,440,8,17,8,10,6,30,16,0,19,11,3,123,6,8,8,8,9,31,19,7,350,12,12,5,48,3,6,12,3,15,20,5,21
"118",296,11,21,0,1,48,16,254,12,220,13,9,10,57,4,116,8,48,3,7,99,8,6,5,5,17,4,35,12,5,36,11,73,812,92,2,68,5,9,4,36,5,27,10,7,8,4,7,8,166,2,79,41,195,22,6,1,6,166,0,15,7,37,190,10,1,9,8,40,25,2,2,9,27,10,3,466,12,11,8,14,0,41,11,3,13,8,0,160,2,6,9,3,15,42,21,8,314,19,10,6,47,8,1,8,1,30,24,6,20
"119",309,27,9,0,3,49,13,208,0,242,10,3,26,71,6,79,4,46,6,8,88,13,3,7,1,11,10,35,14,16,18,10,98,779,100,2,101,6,1,9,26,6,23,9,6,13,2,11,7,220,9,66,33,217,22,2,4,4,192,1,16,4,45,218,3,3,7,10,17,37,10,11,6,30,9,1,380,0,5,15,24,5,37,16,1,18,4,1,147,4,2,6,5,21,39,11,12,344,16,8,3,43,13,9,6,14,14,18,5,13
"120",276,32,14,2,3,40,16,187,7,244,6,3,27,90,6,90,0,66,6,15,90,5,5,13,6,14,6,37,17,5,22,2,113,764,105,0,63,8,5,13,38,16,11,10,5,2,2,8,2,189,3,58,40,209,27,4,2,4,231,4,8,14,49,206,7,0,11,8,16,24,18,9,9,40,9,2,437,4,5,9,7,1,13,5,8,10,14,0,112,11,5,3,5,14,47,17,16,346,19,12,8,48,7,9,17,2,23,21,6,21
