"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"524",1,7,19,9,10,2,8,7,4,6,5,70,15,2,3,4,5,2,4,2291,2,7,8,4,5,30,26,9,13,1,16,10,188,3,1,92,2003,3,3,25,11,36,3,10,4,2,3,7,0,1
"525",0,3,28,7,12,4,4,5,1,2,5,58,18,5,2,2,4,6,3,2317,3,3,9,2,8,31,18,4,18,6,21,4,206,4,3,111,1947,1,6,24,12,34,5,6,1,5,12,8,0,2
"526",5,7,39,11,8,1,7,1,8,3,4,81,13,6,5,6,1,6,0,2247,8,3,14,4,8,33,32,7,7,4,28,9,184,6,5,94,1962,7,3,25,1,58,4,5,5,1,10,9,5,0
"527",1,11,28,18,13,9,8,9,2,4,6,88,4,7,4,3,7,2,4,2253,5,5,12,1,6,20,31,5,22,6,23,9,192,1,0,83,1962,2,7,14,8,63,3,8,1,5,9,11,4,1
"528",1,2,33,8,2,2,7,7,9,6,3,70,4,2,6,3,11,5,1,2267,4,5,14,5,4,37,45,3,7,10,20,5,169,1,1,73,2054,2,4,11,4,33,0,7,7,1,8,6,6,5
"529",2,3,28,14,5,5,4,6,4,6,9,77,8,7,6,4,8,7,2,2256,2,1,4,0,12,35,36,4,13,2,13,4,209,4,4,89,2000,1,1,21,14,32,1,11,4,0,7,11,4,0
"530",0,5,35,9,7,0,2,3,7,3,10,124,15,8,5,4,6,2,5,2236,7,10,19,2,7,38,22,4,5,6,12,4,190,1,3,86,1981,3,3,25,5,37,2,7,4,2,9,13,7,0
"531",1,8,26,18,15,3,6,2,4,3,10,66,12,6,3,7,7,0,0,2269,0,3,7,0,14,28,20,2,7,4,13,1,187,1,4,75,2019,0,5,25,16,63,5,5,6,3,9,9,2,1
"532",9,2,30,7,7,4,16,3,7,3,14,83,15,5,7,4,7,3,1,2272,7,2,4,3,0,20,38,2,12,5,19,4,174,0,3,82,2022,3,8,11,9,41,1,12,3,0,4,5,7,0
"533",1,5,31,13,13,6,9,4,4,5,4,75,9,5,9,0,6,4,4,2267,0,2,11,8,5,37,23,3,7,2,18,8,198,6,4,91,1980,0,2,15,12,44,3,9,2,7,11,10,5,3
"534",1,6,28,18,14,3,6,5,1,2,16,59,7,7,5,4,2,4,5,2324,3,3,18,1,3,30,33,7,9,4,16,2,212,3,4,101,1913,2,4,14,10,41,2,15,3,2,14,12,0,2
"535",2,7,24,7,11,5,2,9,0,4,12,80,10,6,2,3,3,2,3,2391,8,1,5,2,2,24,31,7,8,2,19,2,188,2,6,75,1921,5,0,11,14,45,8,7,3,1,3,2,5,10
"536",7,6,28,17,9,8,6,5,3,5,3,78,20,4,5,7,8,5,3,2318,4,4,11,4,1,22,35,6,10,3,20,8,207,0,5,85,1909,5,5,20,6,29,2,12,4,3,15,12,3,5
"537",1,3,36,10,16,4,11,2,5,5,13,78,12,6,4,1,6,3,0,2240,1,3,9,2,1,32,33,2,4,4,19,2,199,7,3,74,2023,2,9,21,10,51,1,6,6,2,6,7,4,1
"538",4,3,30,10,10,9,6,4,1,1,13,53,12,7,2,0,5,3,1,2255,7,5,26,1,4,30,24,7,5,4,24,9,207,6,3,98,1983,3,2,23,3,50,0,8,5,2,13,10,3,6
"539",1,3,31,5,8,4,3,1,4,5,4,102,16,14,6,3,5,5,0,2254,9,3,6,0,1,28,27,4,12,4,19,2,204,3,2,86,1984,1,4,12,13,50,7,14,7,1,11,6,4,2
"540",2,3,18,15,7,9,4,9,3,5,3,84,20,7,2,3,20,4,2,2293,4,2,11,3,7,34,29,8,13,6,22,5,197,3,5,94,1915,3,9,19,8,47,3,13,3,2,9,6,7,0
"541",9,12,28,12,13,2,3,3,4,2,6,45,9,6,3,1,9,3,1,2417,4,4,10,0,8,25,31,2,8,3,27,1,207,3,2,94,1859,3,6,18,10,47,1,13,8,1,6,6,1,4
"542",5,4,41,14,11,4,0,4,5,10,5,88,13,8,3,3,7,2,1,2326,4,10,11,0,11,24,31,8,13,4,21,3,226,1,1,86,1912,3,0,14,5,25,0,4,13,2,9,2,1,2
"543",4,7,21,8,7,5,7,3,0,4,4,89,18,5,5,6,2,3,4,2354,2,1,9,1,6,15,25,3,8,2,19,2,194,5,4,90,1952,2,4,11,6,43,6,3,3,3,6,6,7,6
"544",2,13,24,7,8,1,5,2,3,8,9,77,10,12,4,3,6,3,3,2254,4,4,7,2,4,27,43,1,6,1,15,3,222,3,4,103,1976,3,5,16,8,40,3,6,2,5,18,10,3,2
"545",0,5,30,11,9,4,4,6,10,2,5,83,12,7,9,4,3,11,2,2285,1,1,7,1,5,37,22,3,5,2,25,2,218,1,4,79,1942,3,5,13,13,52,3,6,3,1,22,9,10,3
"546",1,6,18,16,6,3,4,5,4,3,4,74,17,12,3,4,0,7,1,2294,6,1,9,8,5,33,23,3,14,3,14,4,191,5,3,96,1984,7,4,19,14,44,3,2,2,2,4,4,2,9
"547",2,5,31,12,3,4,9,3,2,4,11,80,14,7,1,1,2,6,1,2239,4,3,6,3,3,27,25,6,7,11,23,4,181,6,4,87,2027,2,5,16,3,43,3,16,4,2,26,9,5,2
"548",0,7,28,10,12,4,7,4,4,1,7,74,15,2,11,5,10,4,1,2294,3,2,13,2,0,29,26,0,9,12,17,4,207,4,0,90,1955,1,4,13,3,62,1,8,1,1,9,14,9,1
"549",2,1,29,7,14,4,1,14,1,0,10,73,9,6,1,1,6,6,2,2298,11,4,6,1,4,22,33,2,8,5,23,2,191,7,5,97,1945,5,4,20,18,52,1,7,3,1,11,17,4,6
"550",1,9,26,14,16,6,4,7,6,6,11,76,15,5,8,0,1,10,4,2234,5,1,7,0,5,31,29,4,9,7,14,1,204,6,3,93,2006,5,5,16,8,41,1,6,7,3,10,6,6,2
"551",4,5,30,16,15,2,3,7,2,5,7,70,16,6,8,2,2,7,1,2260,5,6,5,7,4,20,39,4,10,12,17,6,181,3,3,74,2019,3,9,15,12,43,2,10,1,1,6,8,3,4
"552",5,3,35,2,13,3,11,8,2,1,4,76,6,8,2,6,3,11,3,2298,6,4,9,0,3,31,55,5,7,5,18,7,166,2,3,85,1972,4,4,23,7,38,5,7,5,1,16,7,3,2
"553",1,6,37,13,12,4,3,8,5,1,15,77,8,4,8,1,10,9,1,2248,1,2,12,4,8,29,57,4,10,4,24,4,190,7,0,114,1942,3,3,20,10,39,3,8,3,6,14,3,4,1
"554",2,11,29,17,8,2,2,7,6,4,15,70,19,4,5,2,9,2,2,2236,4,4,14,5,4,33,39,6,12,0,33,5,218,5,6,83,1959,4,1,25,14,37,8,7,4,1,9,2,5,1
"555",3,12,24,8,8,6,4,2,5,3,8,70,21,8,3,4,1,2,1,2281,5,11,7,3,3,19,34,3,7,8,27,7,187,7,6,70,2001,1,5,20,4,46,4,8,3,4,4,9,10,3
"556",1,9,37,13,13,6,5,4,4,3,7,81,11,8,9,1,4,2,2,2182,4,5,7,0,0,24,26,9,10,6,13,5,173,6,2,99,2073,2,4,13,13,54,2,18,1,2,11,10,4,2
"557",3,4,33,5,14,5,2,3,0,2,9,90,11,5,6,3,10,2,0,2316,3,0,13,2,3,24,48,10,4,4,17,6,205,0,2,81,1944,2,8,15,7,39,3,6,6,6,8,4,6,1
"558",5,4,17,15,9,2,6,2,2,0,6,62,20,6,7,5,5,8,3,2287,3,3,10,0,5,20,30,1,12,8,16,3,217,2,7,82,1991,4,7,20,8,37,8,7,2,0,10,6,8,2
"559",0,8,37,7,3,3,5,2,3,6,11,71,9,5,3,5,12,8,2,2259,5,1,14,2,9,32,25,1,6,3,30,6,191,4,2,96,2008,4,8,13,4,38,6,6,4,2,9,3,5,4
"560",4,6,32,9,5,1,9,2,4,5,1,74,23,10,11,3,5,6,4,2237,3,7,14,8,2,35,38,7,4,4,26,10,190,3,3,102,1998,1,2,13,7,38,2,2,3,2,10,5,6,4
"561",2,2,23,14,8,4,18,1,6,2,8,64,19,8,3,2,3,5,1,2206,4,6,11,3,9,26,26,3,11,6,20,9,205,3,6,101,2023,2,0,17,15,48,5,10,3,4,11,7,4,3
"562",1,12,36,17,14,5,12,4,3,1,6,73,14,5,7,0,6,8,0,2314,5,3,7,4,1,21,19,0,10,11,15,6,201,6,6,74,1957,9,4,13,17,48,3,7,1,1,4,3,5,1
"563",3,3,36,11,8,0,11,11,5,2,7,78,9,5,4,5,1,2,3,2279,5,5,3,6,2,21,30,4,12,4,16,5,209,1,3,98,1970,4,7,16,12,41,4,13,5,5,4,5,5,2
"564",4,6,30,14,5,4,13,2,1,1,6,55,12,3,4,6,7,7,1,2194,8,8,9,4,4,49,26,3,10,9,31,7,195,3,2,92,2042,4,4,10,5,45,1,9,6,7,8,11,12,1
"565",0,3,31,15,5,7,11,8,2,4,6,63,13,6,5,3,11,11,1,2239,3,7,12,4,5,32,26,0,15,0,24,4,230,2,3,94,1958,2,6,16,7,57,2,12,5,3,7,12,4,4
"566",5,6,39,6,8,4,6,8,2,6,12,80,11,12,3,3,3,6,9,2282,3,2,7,2,5,25,35,6,11,0,29,4,190,8,3,93,1943,1,7,10,12,55,7,11,2,4,3,4,4,3
"567",1,5,29,7,5,4,7,3,5,3,6,64,8,7,3,4,9,12,5,2303,1,5,6,2,3,29,41,4,7,3,26,2,219,2,0,98,1940,4,4,16,17,37,8,8,6,2,12,2,3,3
"568",2,2,27,11,10,0,3,2,4,5,13,73,8,7,4,6,1,15,2,2236,5,4,9,3,2,22,35,6,9,7,20,8,213,4,4,90,2013,2,3,20,10,54,0,5,5,4,2,1,5,4
"569",2,5,29,5,4,0,4,3,2,3,4,86,14,9,9,4,0,5,2,2304,4,2,10,0,2,30,42,4,10,5,18,7,213,3,4,85,1954,4,2,16,10,43,8,9,2,3,5,4,5,2
"570",2,6,38,6,12,3,9,5,3,3,9,92,8,4,3,7,2,5,3,2231,6,2,12,4,5,17,49,1,4,6,19,10,176,1,6,97,1986,7,12,19,10,72,1,2,3,1,10,2,6,3
"571",1,5,24,3,9,3,2,3,2,3,18,66,7,3,5,5,2,5,4,2257,4,6,18,0,7,27,22,5,17,2,26,5,201,2,8,93,1998,5,6,22,11,38,5,5,1,1,10,16,9,3
"572",2,4,28,7,8,2,6,4,3,1,8,70,8,7,3,0,1,5,2,2291,4,4,10,1,1,33,50,8,5,3,25,1,215,11,4,74,1968,2,3,26,19,37,0,3,2,9,7,9,6,0
"573",2,2,28,10,6,3,6,2,6,10,8,71,11,5,9,4,2,11,5,2305,3,0,10,1,2,24,31,11,6,11,40,5,203,7,3,97,1938,2,1,16,2,45,3,5,4,0,6,7,9,2
"574",3,1,21,17,6,2,5,6,5,5,4,85,17,5,6,3,8,3,1,2345,1,3,12,1,7,38,52,6,10,6,27,8,184,3,4,71,1914,5,1,12,2,50,3,7,2,4,8,4,4,3
"575",4,7,26,17,15,5,3,3,0,4,11,73,11,6,4,2,8,8,2,2273,3,3,6,1,5,34,26,5,7,4,20,3,218,2,5,85,1971,1,9,8,11,49,2,4,4,1,11,9,7,4
"576",3,6,22,7,4,6,3,2,2,10,3,64,9,4,3,0,6,3,2,2334,2,4,6,0,13,25,36,5,5,12,27,1,170,3,0,91,1993,1,3,17,11,45,1,14,2,0,8,7,4,1
"577",2,7,28,12,10,2,2,1,5,5,6,99,16,6,8,6,4,0,3,2198,2,1,8,2,1,30,36,3,11,3,22,8,192,1,3,76,2041,2,3,21,6,56,6,7,4,0,13,7,7,8
"578",1,5,30,14,10,8,6,3,1,1,5,84,16,2,3,1,9,5,5,2185,3,2,9,1,5,21,36,8,12,4,33,1,191,3,0,106,2040,2,8,22,10,36,0,8,5,9,12,3,12,4
"579",3,8,23,8,13,3,6,8,1,9,8,72,15,8,12,4,4,1,2,2281,1,4,13,8,4,32,29,3,16,3,19,3,196,6,4,88,1987,5,5,12,6,27,2,8,5,2,10,5,5,3
"580",0,7,46,8,16,5,2,10,5,2,14,55,9,8,5,4,11,2,1,2264,1,3,9,4,4,43,26,3,14,2,30,5,202,2,3,104,1950,4,3,16,10,39,2,3,6,2,8,14,8,6
"581",3,8,39,13,14,3,8,7,11,3,7,54,17,8,9,1,3,1,5,2244,8,1,7,3,3,37,37,3,10,1,18,8,189,0,4,99,1992,0,7,16,14,51,0,6,3,0,11,7,5,2
"582",1,1,31,6,10,4,2,3,3,3,3,87,5,7,2,1,5,4,1,2269,3,5,11,0,8,38,28,8,8,0,17,8,246,1,6,91,1954,3,6,15,8,46,3,10,4,3,6,12,1,3
"583",3,4,23,6,3,0,6,9,8,2,10,68,14,3,3,5,11,1,2,2304,6,2,10,2,2,27,34,6,6,6,22,7,199,7,4,87,1959,3,8,22,13,47,2,6,3,1,12,4,7,1
"584",4,6,32,12,4,3,5,5,1,7,9,81,12,6,5,4,5,0,1,2248,6,5,8,0,4,18,30,7,7,6,29,0,223,2,4,113,1974,3,4,12,7,45,5,5,4,1,16,10,1,1
"585",0,4,26,12,7,0,12,7,3,0,8,68,8,19,8,5,8,1,0,2268,6,4,7,5,5,33,30,9,13,9,23,1,257,2,6,73,1937,0,12,18,4,33,4,8,1,2,22,3,5,4
"586",2,4,34,6,8,5,6,4,4,6,10,102,20,9,2,2,6,0,5,2283,2,2,15,1,2,26,20,0,13,10,28,3,198,1,5,83,1962,1,4,23,5,31,2,8,11,2,10,12,1,1
"587",1,0,28,10,4,3,11,7,2,4,8,72,15,7,13,0,5,13,2,2241,6,6,8,1,4,33,40,11,8,1,25,7,160,7,5,76,2034,4,3,21,4,41,2,6,6,4,12,5,8,6
"588",3,10,22,10,8,5,12,1,6,5,13,77,9,6,3,2,8,3,3,2364,2,2,8,3,8,37,34,2,15,5,23,2,184,8,3,71,1895,2,5,21,8,35,5,12,5,3,12,6,8,6
"589",1,4,30,11,6,2,2,4,2,6,3,62,7,5,3,3,7,4,0,2255,1,6,9,4,3,38,35,4,11,4,28,8,235,2,1,96,1958,2,4,16,7,57,4,8,4,6,13,12,6,1
"590",2,2,25,15,15,4,7,5,4,5,5,63,17,6,4,2,6,6,1,2229,5,6,3,3,6,32,35,7,9,4,22,8,195,1,4,89,2026,1,0,24,9,47,1,13,8,1,9,7,1,1
"591",1,3,29,2,6,4,3,6,5,6,9,82,14,13,8,4,4,5,1,2260,3,6,6,0,3,24,31,4,13,10,20,2,208,3,8,92,1986,3,2,26,3,53,6,3,0,1,5,7,4,3
"592",5,2,27,10,8,5,5,10,6,4,4,66,14,4,3,1,6,3,1,2360,5,6,7,1,1,27,20,2,6,13,39,6,191,6,7,92,1905,2,3,15,6,50,5,9,2,8,7,5,8,2
"593",0,8,34,12,14,2,4,7,0,1,8,66,12,4,11,9,6,14,1,2239,8,4,11,1,7,23,23,3,8,10,17,6,173,3,4,87,2048,3,1,21,9,50,1,3,3,3,8,6,3,1
"594",3,2,32,11,7,1,4,7,2,6,4,70,9,7,3,5,3,1,4,2303,2,1,13,1,2,20,35,13,6,5,23,1,217,4,6,96,1948,3,5,25,9,38,8,10,4,0,11,3,4,3
"595",1,5,28,10,16,5,7,6,0,1,6,84,24,6,5,7,7,3,3,2209,4,4,11,6,2,26,44,7,9,3,11,8,191,10,4,94,2034,5,4,23,9,31,1,4,2,0,10,9,1,0
"596",2,2,28,12,11,2,5,4,2,3,18,88,11,8,6,6,3,11,3,2251,6,3,12,6,4,35,27,6,4,4,23,5,231,6,4,102,1920,2,3,20,12,46,5,1,7,5,14,4,6,1
"597",2,3,22,6,10,3,10,3,2,3,7,67,14,7,7,3,7,7,1,2348,1,6,5,2,5,15,43,11,8,4,22,7,194,1,6,86,1928,1,2,27,10,41,0,6,1,2,11,13,9,1
"598",4,4,39,9,12,3,1,9,2,5,9,75,18,9,5,5,3,2,1,2221,4,7,17,6,14,31,35,7,12,12,25,4,188,1,5,82,1972,1,4,20,25,41,5,6,5,3,7,14,7,4
"599",4,1,32,14,11,2,11,3,6,6,6,83,19,8,6,0,9,6,2,2274,10,5,6,0,4,23,21,2,3,2,18,6,211,2,10,104,1948,1,6,13,12,57,1,6,1,1,10,6,1,7
"600",0,4,28,13,6,1,7,3,3,3,6,70,17,4,8,3,8,6,4,2244,8,8,2,2,4,29,18,7,7,6,25,1,228,0,3,79,2025,1,2,19,16,31,0,11,5,1,8,7,4,5
"601",0,6,31,4,8,0,1,4,8,5,5,77,12,8,8,3,4,3,1,2220,3,4,8,2,3,39,33,4,10,9,28,3,201,3,2,89,2024,1,6,16,8,57,2,5,5,2,4,3,13,5
"602",0,5,34,12,13,2,5,11,4,3,14,86,11,1,7,1,5,3,0,2250,1,5,6,3,2,16,30,10,8,10,37,0,186,1,2,109,1993,0,4,20,11,49,3,3,5,4,9,5,0,1
"603",1,7,23,17,6,8,8,9,4,6,6,62,14,2,4,2,5,5,1,2319,6,7,12,1,14,21,33,8,5,8,13,0,187,3,3,65,1991,2,3,25,9,38,8,9,5,2,6,2,1,4
"604",4,4,21,6,5,4,3,1,6,3,4,84,18,6,4,0,7,1,0,2350,6,2,14,1,6,32,38,5,11,2,24,7,187,9,1,82,1919,2,2,14,9,42,4,13,2,2,9,19,5,0
"605",2,6,33,6,5,2,10,3,0,4,8,91,17,7,5,10,4,3,0,2208,2,9,5,1,6,35,29,3,16,8,20,2,191,0,2,106,1971,2,2,24,12,68,7,6,6,2,17,5,17,2
"606",6,9,36,8,13,6,3,3,5,7,5,79,12,3,6,1,4,7,1,2262,3,4,9,4,3,18,22,3,15,2,28,5,205,5,1,80,1996,7,2,22,3,36,2,12,6,3,8,7,8,5
"607",4,4,32,12,13,4,6,1,9,5,4,52,11,12,12,0,5,1,0,2370,7,8,7,3,6,32,30,9,12,5,20,1,164,5,2,110,1917,1,6,18,8,39,4,5,3,1,6,6,5,3
"608",0,6,40,11,5,0,7,4,0,8,4,81,19,3,2,4,4,7,0,2239,3,6,9,2,4,44,20,9,6,6,28,3,170,1,5,83,2049,0,4,11,9,40,4,8,3,0,10,10,8,1
"609",5,5,31,15,14,1,3,3,8,0,6,83,10,13,8,3,4,2,3,2325,2,7,14,2,6,23,28,5,16,5,30,5,199,1,8,63,1916,3,2,19,3,46,2,11,8,3,21,5,4,1
"610",3,5,24,9,11,1,5,7,3,6,9,52,12,12,11,3,5,5,2,2248,3,9,9,1,2,22,25,4,6,7,20,11,225,0,3,98,2000,2,4,11,12,48,4,13,1,3,10,9,1,4
"611",2,3,35,7,10,3,4,6,2,3,9,61,15,4,4,3,6,3,0,2272,2,4,8,2,12,24,39,5,3,3,26,2,184,1,3,75,2054,5,9,14,11,23,10,2,5,1,6,11,1,3
"612",1,4,47,10,11,2,4,7,3,2,8,71,13,4,4,1,4,3,1,2280,8,4,7,1,8,35,24,3,7,5,16,11,164,3,1,100,2022,4,3,15,7,41,2,6,2,4,4,5,5,3
"613",0,7,22,13,4,3,5,4,5,6,11,92,16,4,1,4,10,3,1,2294,1,2,12,7,2,20,25,6,14,4,19,3,209,2,3,81,1982,1,2,19,3,30,3,11,6,2,13,4,4,5
"614",0,2,20,7,14,9,11,2,2,5,10,81,27,6,9,3,4,12,0,2268,2,3,14,5,5,27,42,4,12,7,29,0,211,2,3,80,1957,4,2,17,6,44,0,2,2,3,10,8,6,1
"615",3,9,16,3,13,5,6,7,8,1,5,50,12,0,14,4,9,4,0,2222,1,7,5,2,6,38,28,6,18,4,24,7,221,7,0,78,2038,0,6,19,10,38,0,6,6,1,18,8,6,1
"616",3,8,24,13,9,2,8,3,3,2,7,73,20,3,9,2,10,5,2,2340,7,6,7,1,4,30,43,4,14,10,37,2,188,2,2,89,1868,4,9,21,16,44,2,10,6,6,7,3,8,4
"617",9,14,36,7,9,2,4,1,10,2,6,70,7,4,13,0,6,3,2,2291,3,9,18,2,10,35,29,1,13,12,25,1,189,0,0,98,1939,4,7,19,4,44,7,12,1,3,5,4,7,3
"618",5,4,20,17,5,4,16,5,4,3,11,72,17,7,8,1,3,12,5,2272,1,3,8,3,3,30,38,3,6,11,19,10,220,3,4,78,1960,2,1,22,11,39,2,4,8,4,4,7,3,2
"619",2,1,37,4,13,7,1,9,5,7,7,96,10,3,8,4,9,3,0,2206,6,2,12,7,6,43,34,2,24,3,30,5,202,3,1,73,1997,8,6,19,5,35,8,12,5,1,7,6,2,4
"620",1,10,21,18,9,3,4,1,2,2,9,62,17,5,9,1,8,5,4,2223,2,12,5,1,1,27,38,3,5,9,27,4,199,1,5,90,2043,3,1,23,3,47,5,5,5,3,5,9,3,2
"621",2,9,29,5,8,6,5,8,3,5,8,86,15,7,3,2,4,2,4,2303,3,1,7,8,2,21,36,3,18,3,28,1,199,1,6,70,1977,3,6,16,9,47,2,3,0,2,7,3,1,3
"622",0,4,20,9,7,0,9,6,5,1,9,78,17,15,9,1,6,3,1,2201,2,1,8,2,1,23,36,6,10,4,22,3,185,5,11,88,2040,6,3,15,13,56,4,9,2,6,19,17,2,0
"623",1,8,41,12,9,2,7,7,2,3,15,66,14,5,3,5,10,7,1,2171,2,1,11,6,5,40,22,2,22,5,29,3,217,8,2,114,1992,1,6,14,9,57,0,6,5,4,12,2,13,1
"624",0,5,21,15,7,3,12,7,0,1,7,55,7,5,2,4,8,4,0,2277,2,4,13,2,5,37,51,7,13,11,20,5,200,1,6,101,1958,0,10,19,14,43,2,13,2,3,9,8,1,0
"625",6,6,21,8,12,8,9,4,1,4,4,67,18,3,6,3,9,3,4,2340,1,4,10,5,7,22,25,4,7,3,11,4,201,3,2,72,1960,1,1,11,10,46,2,7,12,0,13,13,5,2
"626",4,4,21,10,11,8,11,5,6,1,12,94,11,3,5,2,8,4,0,2255,3,1,8,1,4,30,30,8,7,9,13,9,204,4,4,113,1957,3,2,16,13,33,3,10,0,7,17,7,5,4
"627",2,3,28,7,5,2,5,4,7,4,14,81,22,2,7,1,2,7,2,2281,5,6,10,0,4,24,17,4,7,2,32,6,228,1,5,81,1973,6,2,19,10,33,3,7,4,1,6,12,5,1
"628",2,4,33,16,15,2,7,9,0,2,13,78,27,3,5,0,4,7,1,2270,8,5,10,2,5,18,26,14,12,1,23,2,219,1,3,94,1923,6,5,34,9,44,4,6,1,2,11,3,9,2
"629",2,4,32,15,10,5,4,1,3,8,15,76,10,6,8,1,10,3,2,2256,3,8,11,0,6,22,26,4,16,4,37,12,180,1,0,81,2029,1,3,14,15,32,0,7,3,1,3,7,2,1
"630",4,3,22,10,8,9,10,11,9,0,6,76,11,9,3,1,7,6,0,2367,6,3,3,3,4,29,38,4,8,8,27,2,199,2,3,90,1896,4,0,17,7,49,3,2,1,1,3,6,9,1
"631",4,2,24,12,7,3,3,3,0,6,9,87,11,2,9,2,5,8,9,2307,1,1,11,1,3,25,32,3,11,9,25,1,232,2,2,105,1885,8,4,18,13,39,1,16,9,4,13,9,2,2
"632",2,12,38,6,11,2,4,5,0,2,10,62,8,5,6,4,2,11,2,2366,12,1,8,3,1,34,33,3,9,5,22,3,218,4,6,92,1864,1,5,19,22,31,3,16,1,1,8,6,5,6
"633",3,11,27,6,6,11,3,2,7,1,9,60,9,11,8,1,4,3,2,2261,1,4,13,4,5,29,33,8,9,1,13,4,186,4,5,104,2000,8,6,24,13,46,1,4,0,3,11,9,5,2
"634",1,6,29,15,9,1,7,2,5,3,11,62,10,9,2,4,4,8,1,2326,6,0,8,5,2,21,28,3,7,6,24,3,173,2,4,96,1970,4,2,18,8,36,6,6,11,2,10,12,7,5
"635",0,2,23,18,5,3,5,0,3,0,6,65,15,5,3,1,5,6,2,2243,3,2,11,3,4,27,39,6,21,6,30,1,216,3,8,109,1983,3,2,24,7,41,0,7,3,2,11,8,8,2
"636",5,4,26,16,17,2,3,8,1,0,18,72,16,3,2,2,7,4,2,2311,5,5,16,5,7,33,28,3,15,1,18,2,182,2,6,101,1976,1,1,7,6,28,1,13,6,2,4,5,1,1
"637",4,8,37,9,7,4,2,4,1,0,13,65,11,2,11,2,3,9,2,2331,3,5,20,4,2,38,34,1,8,4,20,6,182,6,7,73,1960,1,2,24,14,19,1,3,6,7,5,7,11,2
"638",0,2,23,12,10,5,11,8,8,3,5,69,20,8,8,3,10,6,1,2271,8,2,13,4,3,36,30,5,7,2,29,2,187,2,0,79,1987,1,5,28,17,37,2,9,3,3,6,6,1,3
"639",3,8,21,10,5,1,5,1,3,3,8,66,23,1,6,3,4,3,0,2353,5,2,9,0,1,27,31,3,17,12,14,1,200,2,4,85,1930,3,5,17,7,48,3,5,7,4,19,8,4,0
"640",4,7,32,4,11,8,8,3,3,6,16,81,12,8,4,2,9,8,5,2205,3,1,11,1,7,24,28,4,8,2,36,4,173,3,2,100,2055,7,2,11,3,43,0,4,4,2,15,4,7,0
"641",1,5,27,8,5,0,5,8,3,2,6,72,10,7,5,8,3,9,2,2312,0,3,19,0,2,31,30,5,11,0,21,7,209,2,0,92,1950,2,6,19,21,36,0,6,1,1,7,7,8,6
"642",3,5,21,13,5,6,1,8,4,2,7,64,9,9,13,2,1,4,1,2348,0,5,12,4,3,26,25,0,7,5,16,8,225,2,6,82,1964,3,0,14,3,24,1,13,3,0,13,4,5,1
"643",2,5,38,13,9,7,7,8,1,11,10,70,15,11,3,4,8,1,9,2334,3,5,13,0,1,30,23,6,10,3,26,6,201,6,4,101,1855,3,4,18,14,47,3,8,2,3,16,14,6,3
"644",2,4,31,5,1,2,3,7,5,2,8,62,17,3,11,3,3,8,1,2300,2,0,13,8,10,38,27,1,7,4,23,10,187,1,0,92,1963,5,2,22,12,51,2,15,6,1,7,9,1,3
"645",3,1,31,8,10,13,6,11,1,3,11,78,14,9,4,2,11,5,7,2312,2,7,10,2,9,28,26,3,6,3,29,5,163,2,3,91,1952,0,2,15,10,41,2,4,10,2,16,13,4,0
"646",1,4,21,7,19,2,2,4,1,4,3,55,19,6,9,6,1,3,3,2278,2,6,6,6,0,28,18,5,8,1,27,8,222,4,2,103,2000,5,0,20,6,30,5,4,3,4,11,12,6,0
"647",4,3,26,21,12,0,3,4,7,6,11,78,12,4,7,2,2,2,5,2380,6,5,14,7,2,25,27,5,14,5,16,5,194,0,4,90,1868,6,1,15,7,49,0,13,1,4,7,14,4,3
"648",1,5,20,14,6,3,5,2,5,2,9,63,13,4,7,3,7,3,3,2288,4,3,15,3,6,33,38,5,19,1,23,2,222,1,3,94,1951,7,8,20,6,40,0,6,4,1,4,11,4,3
"649",2,1,17,7,14,2,3,1,0,3,23,57,12,9,9,2,11,7,2,2329,5,1,10,1,8,27,38,2,9,5,19,2,200,3,1,76,1951,6,5,24,9,51,2,4,8,2,7,5,7,1
"650",1,8,25,6,8,1,4,1,6,7,13,68,11,10,3,2,4,4,2,2275,4,5,4,1,8,31,29,5,15,1,24,5,195,4,4,96,2012,0,4,19,8,32,2,5,0,2,10,9,3,4
"651",5,4,29,9,3,2,4,5,2,4,7,76,20,9,6,0,1,3,2,2269,2,1,16,0,6,34,33,7,6,9,23,0,214,2,1,107,1971,1,3,16,5,38,2,9,7,2,8,7,9,1
"652",4,6,45,19,14,3,7,5,4,4,10,68,15,4,6,8,4,3,3,2332,3,4,2,1,1,23,31,2,6,7,27,2,211,7,9,85,1915,2,7,17,2,25,0,6,4,7,13,7,7,3
"653",1,5,28,12,10,5,4,6,4,3,4,80,23,1,4,1,1,4,0,2307,1,5,4,2,5,36,42,10,20,2,15,3,157,10,6,77,1980,4,1,21,10,40,2,5,1,2,20,4,6,6
"654",2,11,43,7,11,2,8,4,7,2,8,86,17,5,7,3,4,1,1,2228,3,5,6,3,4,29,34,2,19,8,24,7,201,3,9,91,1950,4,2,17,11,38,7,13,3,4,25,14,4,3
